# Population AI	AI3,AI4,AI5,AI6,AI7,AI8
# Population FMC	FMC2,FMC3,FMC4,FMC5,FMC6,FMC7,FMC8
# Population HI	HI1,HI2,HI3,HI4,HI5,HI6,HI7,HI8
# Population PI	PI1,PI2,PI3,PI4,PI5,PI6,PI7,PI8
# Population SC	SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8
# Population SH	SH1,SH2,SH3,SH4,SH5,SH6
# Group SOUTH	AI,HI,PI
# Group NORTH	FMC,SC,SH
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
6076	scaffold296	36073	0.46043	0.16330	-1.00000	0.05773	-0.00147	-1.00000	0.19561	0.08870	-1.00000
6080	scaffold296	41864	0.01513	0.16326	-1.00000	0.00049	-0.00145	-1.00000	-0.00000	0.08838	-1.00000
6085	scaffold296	46558	-0.07502	0.16322	-1.00000	-0.08175	-0.00142	-1.00000	-0.08279	0.08811	-1.00000
6093	scaffold296	56200	0.00562	0.16315	-1.00000	0.00238	-0.00138	-1.00000	0.00185	0.08757	-1.00000
6096	scaffold296	56520	0.01875	0.16315	-1.00000	-0.01009	-0.00138	-1.00000	0.00071	0.08755	-1.00000
6098	scaffold296	62237	0.01406	0.16311	-1.00000	0.00053	-0.00135	-1.00000	0.00000	0.08723	-1.00000
6099	scaffold296	62240	1.00000	0.16311	-1.00000	0.00000	-0.00135	-1.00000	-nan	0.08723	-1.00000
6101	scaffold296	63767	0.01406	0.16310	-1.00000	0.00053	-0.00134	-1.00000	0.00000	0.08715	-1.00000
6106	scaffold296	67501	0.44612	0.16308	-1.00000	0.05207	-0.00133	-1.00000	0.16488	0.08694	-1.00000
6110	scaffold296	68369	0.04000	0.16307	-1.00000	-0.00478	-0.00132	-1.00000	-nan	0.08689	-1.00000
6117	scaffold297	7337	-0.00725	0.19118	-1.00000	-0.00029	0.00432	-1.00000	0.00000	0.14569	-1.00000
6124	scaffold297	17454	-0.00835	0.19142	-1.00000	-0.00026	0.00432	-1.00000	0.00000	0.14602	-1.00000
6136	scaffold297	25796	0.62653	0.19162	-1.00000	-0.01672	0.00432	-1.00000	0.31514	0.14629	-1.00000
6141	scaffold297	31127	0.07671	0.19174	-1.00000	0.06294	0.00432	-1.00000	0.39369	0.14646	-1.00000
6144	scaffold297	33002	1.00000	0.19178	-1.00000	0.00000	0.00432	-1.00000	-nan	0.14652	-1.00000
6152	scaffold297	34475	-0.00835	0.19181	-1.00000	0.00105	0.00432	-1.00000	0.00145	0.14657	-1.00000
6164	scaffold297	47003	0.56098	0.19210	-1.00000	-0.02939	0.00432	-1.00000	0.74700	0.14697	-1.00000
6167	scaffold297	50860	0.00234	0.19218	-1.00000	0.00004	0.00432	-1.00000	0.00000	0.14709	-1.00000
6177	scaffold298	3032	0.09749	0.22453	-1.00000	-0.00343	0.00566	-1.00000	-nan	0.14980	-1.00000
6180	scaffold298	7787	0.08752	0.22461	-1.00000	0.00381	0.00565	-1.00000	0.00615	0.14949	-1.00000
6190	scaffold298	16182	0.10795	0.22475	-1.00000	0.03331	0.00562	-1.00000	-nan	0.14893	-1.00000
6198	scaffold298	34378	0.79011	0.22501	-1.00000	-0.00571	0.00556	-1.00000	0.65494	0.14769	-1.00000
6203	scaffold298	49858	-0.00835	0.22518	-1.00000	-0.00026	0.00551	-1.00000	0.00000	0.14659	-1.00000
6216	scaffold298	71003	0.62079	0.22532	-1.00000	0.04176	0.00544	-1.00000	0.31030	0.14503	-1.00000
6223	scaffold298	81250	-0.01071	0.22536	-1.00000	-0.00031	0.00540	-1.00000	0.00000	0.14426	-1.00000
6224	scaffold298	81253	0.47904	0.22536	-1.00000	-0.01679	0.00540	-1.00000	-nan	0.14426	-1.00000
6231	scaffold298	97633	-0.00189	0.22538	-1.00000	-0.00201	0.00534	-1.00000	-0.00062	0.14299	-1.00000
6235	scaffold299	5978	0.09769	0.08967	-1.00000	-0.01073	0.01020	-1.00000	0.00711	0.07501	-1.00000
6245	scaffold299	17032	0.05771	0.08993	-1.00000	0.00202	0.01042	-1.00000	0.00000	0.07514	-1.00000
6248	scaffold299	17538	0.05502	0.08994	-1.00000	0.00382	0.01043	-1.00000	-0.00001	0.07514	-1.00000
6249	scaffold299	20212	0.08540	0.09001	-1.00000	-0.00540	0.01048	-1.00000	0.34508	0.07517	-1.00000
6265	scaffold299	59523	0.00047	0.09097	-1.00000	-0.00016	0.01128	-1.00000	-nan	0.07560	-1.00000
6269	scaffold299	63495	0.23172	0.09107	-1.00000	0.07088	0.01137	-1.00000	0.06952	0.07564	-1.00000
6271	scaffold300	1011	0.23611	0.21156	-1.00000	0.01337	0.04862	-1.00000	0.03217	0.08830	-1.00000
6280	scaffold300	8262	0.15448	0.21235	-1.00000	-0.00873	0.04906	-1.00000	0.02673	0.08891	-1.00000
6288	scaffold300	18192	-0.01629	0.21345	-1.00000	-0.00017	0.04966	-1.00000	-nan	0.08974	-1.00000
6289	scaffold300	19680	0.08595	0.21362	-1.00000	0.01664	0.04975	-1.00000	0.02090	0.08987	-1.00000
6315	scaffold300	50877	0.57545	0.21716	-1.00000	0.21627	0.05169	-1.00000	0.27493	0.09254	-1.00000
6318	scaffold301	4157	0.83319	0.13363	-1.00000	0.05151	0.01136	-1.00000	0.61715	0.05776	-1.00000
6334	scaffold301	18430	0.00234	0.13141	-1.00000	0.00004	0.01116	-1.00000	0.00000	0.05594	-1.00000
6341	scaffold301	32048	0.05489	0.12935	-1.00000	0.00382	0.01097	-1.00000	0.00423	0.05424	-1.00000
6355	scaffold301	51655	-0.00835	0.12647	-1.00000	-0.00026	0.01071	-1.00000	0.00000	0.05187	-1.00000
6356	scaffold301	52371	0.24345	0.12636	-1.00000	0.01895	0.01070	-1.00000	0.05298	0.05179	-1.00000
6360	scaffold301	55584	0.03175	0.12590	-1.00000	0.00247	0.01066	-1.00000	0.01482	0.05141	-1.00000
6361	scaffold301	55930	0.27418	0.12585	-1.00000	0.10149	0.01065	-1.00000	0.09383	0.05137	-1.00000
6362	scaffold301	55933	0.27942	0.12585	-1.00000	-0.00288	0.01065	-1.00000	0.10236	0.05137	-1.00000
6365	scaffold301	58742	0.04361	0.12545	-1.00000	0.00154	0.01061	-1.00000	0.00223	0.05104	-1.00000
6373	scaffold301	68748	-0.00785	0.12404	-1.00000	-0.00070	0.01048	-1.00000	-0.00036	0.04987	-1.00000
6381	scaffold301	90435	0.01406	0.12109	-1.00000	0.00053	0.01020	-1.00000	0.00000	0.04742	-1.00000
6382	scaffold301	90438	0.19511	0.12109	-1.00000	0.01583	0.01020	-1.00000	0.01626	0.04742	-1.00000
6387	scaffold301	99975	0.08340	0.11983	-1.00000	-0.00527	0.01008	-1.00000	0.00697	0.04638	-1.00000
6401	scaffold301	112099	-0.01750	0.11826	-1.00000	-0.00054	0.00993	-1.00000	0.00328	0.04508	-1.00000
6407	scaffold301	120861	0.10476	0.11716	-1.00000	0.00558	0.00982	-1.00000	0.01594	0.04416	-1.00000
6408	scaffold301	122722	0.07142	0.11693	-1.00000	-0.00982	0.00980	-1.00000	0.00340	0.04397	-1.00000
6410	scaffold301	125052	0.05138	0.11664	-1.00000	0.00005	0.00977	-1.00000	0.00264	0.04373	-1.00000
6417	scaffold301	134852	0.15650	0.11544	-1.00000	0.00834	0.00965	-1.00000	-nan	0.04272	-1.00000
6421	scaffold301	140072	0.01406	0.11482	-1.00000	0.00053	0.00959	-1.00000	0.00000	0.04220	-1.00000
6437	scaffold301	154464	0.01681	0.11313	-1.00000	0.01354	0.00942	-1.00000	-nan	0.04078	-1.00000
6443	scaffold301	164014	0.06076	0.11204	-1.00000	0.00981	0.00931	-1.00000	-nan	0.03986	-1.00000
6448	scaffold301	166263	0.15774	0.11179	-1.00000	0.01085	0.00928	-1.00000	0.01571	0.03965	-1.00000
6455	scaffold302	7046	0.17688	0.43015	-1.00000	-0.01263	0.03064	-1.00000	-nan	0.20812	-1.00000
6456	scaffold302	9217	0.68002	0.42997	-1.00000	-0.01066	0.03062	-1.00000	0.34847	0.20797	-1.00000
6460	scaffold302	15967	0.63261	0.42940	-1.00000	0.18094	0.03055	-1.00000	0.19410	0.20752	-1.00000
6467	scaffold302	33836	0.58982	0.42787	-1.00000	-0.01333	0.03037	-1.00000	0.28583	0.20632	-1.00000
6473	scaffold302	47075	0.03587	0.42671	-1.00000	-0.00184	0.03023	-1.00000	0.00354	0.20543	-1.00000
6489	scaffold304	2458	-0.04133	0.14361	-1.00000	-0.00515	0.00139	-1.00000	0.35373	0.10704	-1.00000
6494	scaffold304	31446	0.38779	0.13974	-1.00000	-0.02757	0.00146	-1.00000	0.21835	0.10266	-1.00000
6495	scaffold304	31449	0.75580	0.13973	-1.00000	0.02571	0.00146	-1.00000	0.42088	0.10266	-1.00000
6502	scaffold304	57888	0.01174	0.13617	-1.00000	0.00050	0.00152	-1.00000	0.00000	0.09877	-1.00000
6503	scaffold304	57891	0.01174	0.13617	-1.00000	0.00050	0.00152	-1.00000	0.00000	0.09877	-1.00000
6508	scaffold304	65557	-0.01210	0.13513	-1.00000	-0.00041	0.00154	-1.00000	0.00000	0.09766	-1.00000
6515	scaffold304	74786	0.01413	0.13388	-1.00000	0.00001	0.00156	-1.00000	0.01441	0.09634	-1.00000
6516	scaffold304	75930	0.19511	0.13373	-1.00000	0.01583	0.00156	-1.00000	0.01626	0.09618	-1.00000
6524	scaffold304	83747	0.10402	0.13267	-1.00000	0.00455	0.00158	-1.00000	0.02719	0.09507	-1.00000
6534	scaffold304	99793	-0.00835	0.13049	-1.00000	-0.00026	0.00161	-1.00000	0.00000	0.09282	-1.00000
6555	scaffold304	118235	-0.01983	0.12798	-1.00000	-0.00025	0.00165	-1.00000	-nan	0.09028	-1.00000
6576	scaffold305	33933	0.13043	0.07890	-1.00000	-0.01212	0.00404	-1.00000	-nan	0.08601	-1.00000
6599	scaffold305	62827	0.50603	0.07621	-1.00000	0.01713	0.00414	-1.00000	0.44992	0.08343	-1.00000
6601	scaffold305	64579	0.00026	0.07605	-1.00000	-0.00163	0.00415	-1.00000	-0.00084	0.08327	-1.00000
6610	scaffold305	92714	-0.01321	0.07348	-1.00000	-0.00037	0.00425	-1.00000	0.00000	0.08079	-1.00000
6612	scaffold305	94158	0.04380	0.07334	-1.00000	-0.00637	0.00425	-1.00000	-nan	0.08067	-1.00000
6620	scaffold305	105648	0.01406	0.07231	-1.00000	0.00053	0.00429	-1.00000	0.00000	0.07966	-1.00000
6626	scaffold305	115914	0.01330	0.07138	-1.00000	0.02567	0.00433	-1.00000	0.01833	0.07877	-1.00000
6627	scaffold305	118329	-0.01473	0.07117	-1.00000	-0.00023	0.00433	-1.00000	-nan	0.07856	-1.00000
6637	scaffold306	9541	0.27341	0.18109	-1.00000	-0.01153	0.00760	-1.00000	0.08409	0.09140	-1.00000
6643	scaffold306	13297	0.00234	0.18092	-1.00000	0.00004	0.00760	-1.00000	0.00000	0.09131	-1.00000
6646	scaffold306	16442	0.09432	0.18079	-1.00000	0.00381	0.00761	-1.00000	0.02162	0.09123	-1.00000
6650	scaffold306	22462	0.01513	0.18052	-1.00000	0.00049	0.00762	-1.00000	-0.00000	0.09109	-1.00000
6654	scaffold306	24447	0.09499	0.18043	-1.00000	0.00905	0.00762	-1.00000	0.01853	0.09104	-1.00000
6655	scaffold306	24851	0.90356	0.18042	-1.00000	0.02869	0.00762	-1.00000	0.53774	0.09103	-1.00000
6668	scaffold306	46235	0.58354	0.17948	-1.00000	0.09057	0.00766	-1.00000	0.42067	0.09050	-1.00000
6673	scaffold306	48619	0.17189	0.17937	-1.00000	0.02571	0.00766	-1.00000	0.04042	0.09043	-1.00000
6677	scaffold306	51174	0.00582	0.17926	-1.00000	0.00264	0.00766	-1.00000	0.00169	0.09037	-1.00000
6681	scaffold306	56071	0.31102	0.17905	-1.00000	-0.00894	0.00767	-1.00000	0.13221	0.09024	-1.00000
6689	scaffold306	67518	0.00234	0.17855	-1.00000	-0.00139	0.00769	-1.00000	-0.00073	0.08995	-1.00000
6694	scaffold306	71922	0.12804	0.17835	-1.00000	0.00844	0.00770	-1.00000	0.00881	0.08984	-1.00000
6695	scaffold306	73180	-0.09786	0.17830	-1.00000	-0.11357	0.00770	-1.00000	0.29660	0.08980	-1.00000
6697	scaffold306	74482	0.00234	0.17824	-1.00000	0.00004	0.00770	-1.00000	0.00000	0.08977	-1.00000
6704	scaffold306	79620	0.28998	0.17802	-1.00000	0.03924	0.00771	-1.00000	0.06306	0.08963	-1.00000
6707	scaffold306	80777	-0.01473	0.17797	-1.00000	-0.00046	0.00771	-1.00000	0.00240	0.08960	-1.00000
6716	scaffold306	104128	0.28998	0.17696	-1.00000	0.03924	0.00775	-1.00000	0.06306	0.08898	-1.00000
6741	C589	493	-0.05583	-0.05583	-1.00000	-0.04722	-0.04722	-1.00000	-0.04853	-0.04853	-1.00000
6759	C711	261	-0.07896	-0.07896	-1.00000	-0.08685	-0.08685	-1.00000	-0.07716	-0.07716	-1.00000
6768	C815	49	0.02880	0.02201	-1.00000	-0.00132	-0.00101	-1.00000	0.00403	0.00403	-1.00000
6772	C819	616	0.00000	0.02201	-1.00000	0.00000	-0.00101	-1.00000	-nan	0.00403	-1.00000
6776	C831	610	-0.00816	-0.00816	-1.00000	-0.00258	-0.00258	-1.00000	0.00044	0.00044	-1.00000
6794	C1035	239	0.00000	-0.04677	-1.00000	0.00000	-0.04992	-1.00000	-nan	0.17729	-1.00000
6796	C1035	317	-0.04853	-0.04677	-1.00000	-0.05303	-0.04992	-1.00000	-0.04050	0.17729	-1.00000
6788	C951	668	-0.07939	-0.04677	-1.00000	-0.08285	-0.04992	-1.00000	0.51064	0.17729	-1.00000
6799	C1063	662	0.00000	0.00000	-1.00000	0.00000	0.00000	-1.00000	-nan	-nan	-1.00000
6801	C1071	65	0.00000	0.29273	-1.00000	0.00000	-0.04741	-1.00000	0.60885	0.28445	-1.00000
6802	C1071	232	0.36496	0.29273	-1.00000	-0.05910	-0.04741	-1.00000	0.20440	0.28445	-1.00000
6831	C1229	166	0.36825	0.40071	-1.00000	0.01376	0.03923	-1.00000	-nan	0.30178	-1.00000
6830	C1225	345	0.42660	0.40071	-1.00000	0.05954	0.03923	-1.00000	0.30178	0.30178	-1.00000
6844	C1281	43	0.16567	0.20066	-1.00000	0.04014	0.03606	-1.00000	0.06697	0.22609	-1.00000
6840	C1267	914	0.24788	0.20066	-1.00000	0.03054	0.03606	-1.00000	0.44077	0.22609	-1.00000
6847	C1297	341	0.15306	0.09212	-1.00000	0.02049	0.01233	-1.00000	-nan	-nan	-1.00000
6845	C1291	544	0.00000	0.09212	-1.00000	0.00000	0.01233	-1.00000	-nan	-nan	-1.00000
6856	C1343	940	0.13722	0.13722	-1.00000	-0.06111	-0.06111	-1.00000	0.61141	0.61141	-1.00000
6861	C1381	467	0.20994	0.06713	-1.00000	0.00262	-0.03965	-1.00000	0.53950	0.50728	-1.00000
6864	C1381	933	-0.08150	0.06713	-1.00000	-0.08365	-0.03965	-1.00000	0.47375	0.50728	-1.00000
6877	C1425	95	-0.07896	-0.07896	-1.00000	-0.08685	-0.08685	-1.00000	-0.07742	-0.07742	-1.00000
6900	C1443	1265	-0.05550	-0.05550	-1.00000	-0.07061	-0.07061	-1.00000	-0.06604	-0.06604	-1.00000
6911	C1483	829	0.09038	0.09038	-1.00000	0.00353	0.00353	-1.00000	0.36739	0.36739	-1.00000
6920	C1531	1038	-0.00012	-0.00012	-1.00000	-0.00077	-0.00077	-1.00000	-nan	-nan	-1.00000
6931	C1593	1062	0.03469	0.03469	-1.00000	-0.06835	-0.06835	-1.00000	0.52097	0.52097	-1.00000
6953	C1661	181	-0.07502	-0.04325	-1.00000	-0.08175	-0.04151	-1.00000	-0.08279	-0.04189	-1.00000
6957	C1669	448	-0.01071	-0.04325	-1.00000	-0.00031	-0.04151	-1.00000	0.00000	-0.04189	-1.00000
6963	C1687	484	0.00000	0.00000	-1.00000	0.00000	0.00000	-1.00000	0.97361	0.97361	-1.00000
6967	C1695	921	0.00000	0.00969	-1.00000	0.00000	0.00070	-1.00000	-nan	-0.00049	-1.00000
6970	C1695	1559	0.01460	0.00969	-1.00000	0.00105	0.00070	-1.00000	-0.00049	-0.00049	-1.00000
6974	C1701	1326	-0.05284	0.00019	-1.00000	-0.06226	-0.02547	-1.00000	0.58061	0.58061	-1.00000
6977	C1701	1393	0.03739	0.00019	-1.00000	0.00034	-0.02547	-1.00000	-nan	0.58061	-1.00000
6985	C1717	1005	0.15076	0.22253	-1.00000	0.01871	0.01982	-1.00000	0.02508	0.04633	-1.00000
6987	C1717	1380	0.28924	0.22253	-1.00000	0.02085	0.01982	-1.00000	0.06608	0.04633	-1.00000
7000	C1763	46	0.26590	0.07264	-1.00000	0.07107	0.02341	-1.00000	0.08815	0.15793	-1.00000
7003	C1763	296	-0.04316	0.07264	-1.00000	-0.00168	0.02341	-1.00000	-nan	0.15793	-1.00000
7004	C1763	1095	0.00000	0.07264	-1.00000	0.00000	0.02341	-1.00000	0.40974	0.15793	-1.00000
6999	C1753	1178	0.01154	0.07264	-1.00000	0.00584	0.02341	-1.00000	-nan	0.15793	-1.00000
7006	C1763	1344	-0.02561	0.07264	-1.00000	-0.00079	0.02341	-1.00000	-nan	0.15793	-1.00000
7016	C1773	1218	0.05839	0.05839	-1.00000	0.00263	0.00263	-1.00000	0.00289	0.00289	-1.00000
7023	C1787	316	0.19249	0.19249	-1.00000	0.01621	0.01621	-1.00000	0.01626	0.01626	-1.00000
7025	C1795	1057	0.17186	0.13385	-1.00000	0.04105	0.03197	-1.00000	0.05718	0.05718	-1.00000
7026	C1795	1264	0.00000	0.13385	-1.00000	0.00000	0.03197	-1.00000	-nan	0.05718	-1.00000
7027	C1797	120	-0.08824	-0.08824	-1.00000	0.00000	0.00000	-1.00000	0.88220	0.88220	-1.00000
7036	C1809	191	-0.03168	0.05694	-1.00000	-0.00797	0.01061	-1.00000	0.00347	0.01481	-1.00000
7037	C1809	1136	0.14158	0.05694	-1.00000	0.03849	0.01061	-1.00000	0.03845	0.01481	-1.00000
7038	C1809	1139	0.05883	0.05694	-1.00000	0.00088	0.01061	-1.00000	0.00224	0.01481	-1.00000
7042	C1823	4	0.03570	0.01344	-1.00000	-0.00102	-0.00064	-1.00000	0.00149	0.00072	-1.00000
7040	C1813	1163	-0.00725	0.01344	-1.00000	-0.00029	-0.00064	-1.00000	0.00000	0.00072	-1.00000
7048	C1839	168	0.08243	0.10127	-1.00000	0.00459	-0.00547	-1.00000	0.01069	0.11306	-1.00000
7051	C1839	774	0.07391	0.10127	-1.00000	-0.04771	-0.00547	-1.00000	0.78851	0.11306	-1.00000
7053	C1839	1102	-0.07471	0.10127	-1.00000	-0.08599	-0.00547	-1.00000	-0.03630	0.11306	-1.00000
7045	C1833	1319	0.48745	0.10127	-1.00000	0.15625	-0.00547	-1.00000	-nan	0.11306	-1.00000
7065	C1875	316	0.03976	0.03976	-1.00000	0.00605	0.00605	-1.00000	0.00374	0.00374	-1.00000
7070	C1885	490	-0.02273	0.20038	-1.00000	0.00477	0.02316	-1.00000	-nan	0.03297	-1.00000
7071	C1885	1706	0.28793	0.20039	-1.00000	0.03038	0.02316	-1.00000	0.03297	0.03297	-1.00000
7082	C1945	903	0.01000	0.01000	-1.00000	0.00092	0.00092	-1.00000	-nan	-nan	-1.00000
7093	C1981	1240	0.14556	0.14556	-1.00000	0.01999	0.01999	-1.00000	-nan	-nan	-1.00000
7097	C1989	884	0.46675	0.28524	-1.00000	0.61953	0.37860	-1.00000	-nan	-nan	-1.00000
7100	C1989	1041	0.00000	0.28524	-1.00000	0.00000	0.37860	-1.00000	-nan	-nan	-1.00000
7105	C2003	415	0.05351	0.05351	-1.00000	-0.00259	-0.00259	-1.00000	0.00765	0.00765	-1.00000
7109	C2009	447	0.43135	0.43135	-1.00000	0.10745	0.10745	-1.00000	0.10631	0.10631	-1.00000
7114	C2023	230	-0.08047	-0.06061	-1.00000	-0.08643	-0.05974	-1.00000	0.44809	0.44809	-1.00000
7116	C2023	236	-0.01617	-0.06061	-1.00000	0.00000	-0.05974	-1.00000	-nan	0.44809	-1.00000
7117	C2033	1014	-0.00112	0.10724	-1.00000	-0.00185	0.01353	-1.00000	0.00340	0.03249	-1.00000
7120	C2037	1666	0.21050	0.10724	-1.00000	0.02818	0.01353	-1.00000	0.06021	0.03249	-1.00000
7124	C2049	562	0.25787	0.22113	-1.00000	0.03122	0.06839	-1.00000	0.04351	0.14201	-1.00000
7126	C2049	1076	0.38610	0.22113	-1.00000	0.17760	0.06839	-1.00000	0.33846	0.14201	-1.00000
7122	C2043	1457	0.00572	0.22113	-1.00000	-0.00452	0.06839	-1.00000	0.04673	0.14201	-1.00000
7133	C2071	973	-0.00835	-0.01019	-1.00000	-0.00026	-0.00041	-1.00000	0.00000	0.00000	-1.00000
7130	C2051	1592	-0.01216	-0.01019	-1.00000	-0.00057	-0.00041	-1.00000	0.00000	0.00000	-1.00000
7139	C2079	1327	0.07557	0.06709	-1.00000	0.00322	0.00432	-1.00000	0.00383	0.00439	-1.00000
7140	C2079	1330	0.05941	0.06709	-1.00000	0.00532	0.00432	-1.00000	0.00489	0.00439	-1.00000
7144	C2087	417	0.00385	0.04856	-1.00000	0.00081	-0.00517	-1.00000	-nan	0.00364	-1.00000
7156	C2119	1846	0.08381	0.04857	-1.00000	-0.00987	-0.00517	-1.00000	0.00364	0.00364	-1.00000
7158	C2121	1738	0.34342	0.34342	-1.00000	0.03667	0.03667	-1.00000	0.13474	0.13474	-1.00000
7165	C2129	1409	0.08181	0.08181	-1.00000	0.00871	0.00871	-1.00000	0.00707	0.00707	-1.00000
7169	C2155	728	0.01176	0.01176	-1.00000	0.01056	0.01056	-1.00000	-nan	-nan	-1.00000
7177	C2173	148	0.00010	0.05892	-1.00000	0.00057	0.00729	-1.00000	-nan	0.63956	-1.00000
7173	C2157	744	0.00000	0.05892	-1.00000	0.00000	0.00729	-1.00000	0.63956	0.63956	-1.00000
7179	C2173	1394	0.13683	0.05892	-1.00000	0.01644	0.00729	-1.00000	-nan	0.63956	-1.00000
7187	C2193	808	0.02838	0.01015	-1.00000	0.00547	0.00286	-1.00000	0.01950	0.01950	-1.00000
7185	C2185	1016	-0.01008	0.01015	-1.00000	-0.00005	0.00286	-1.00000	-nan	0.01950	-1.00000
7204	C2241	1941	-0.00725	-0.00725	-1.00000	-0.00029	-0.00029	-1.00000	0.00000	0.00000	-1.00000
7217	C2265	330	0.85924	0.85924	-1.00000	-0.01118	-0.01118	-1.00000	-nan	-nan	-1.00000
7225	C2285	928	0.71493	0.78310	-1.00000	0.37727	0.20226	-1.00000	0.39278	0.50227	-1.00000
7232	C2295	2026	0.85127	0.78310	-1.00000	0.02725	0.20226	-1.00000	0.61177	0.50228	-1.00000
7234	C2299	673	0.63068	0.43941	-1.00000	0.05293	0.03688	-1.00000	0.32292	0.41395	-1.00000
7235	C2299	1491	0.00000	0.43941	-1.00000	0.00000	0.03688	-1.00000	0.62305	0.41395	-1.00000
7246	C2333	927	0.08461	0.08461	-1.00000	0.03038	0.03038	-1.00000	-nan	-nan	-1.00000
7256	C2357	2053	0.19355	0.19355	-1.00000	0.01721	0.01721	-1.00000	0.01786	0.01786	-1.00000
7261	C2369	41	0.09262	-0.02874	-1.00000	0.24639	0.01011	-1.00000	-nan	-0.07989	-1.00000
7265	C2369	1170	-0.07699	-0.02874	-1.00000	-0.08383	0.01011	-1.00000	-0.07989	-0.07989	-1.00000
7267	C2373	554	0.01406	0.01406	-1.00000	0.00053	0.00053	-1.00000	0.00000	0.00000	-1.00000
7274	C2379	449	0.11115	0.11115	-1.00000	0.00679	0.00679	-1.00000	-nan	-nan	-1.00000
7280	C2393	627	0.09524	0.04345	-1.00000	-0.01196	-0.00611	-1.00000	0.00489	0.00245	-1.00000
7281	C2393	630	-0.00835	0.04345	-1.00000	-0.00026	-0.00611	-1.00000	0.00000	0.00245	-1.00000
7285	C2397	747	-0.03163	-0.03163	-1.00000	0.00229	0.00229	-1.00000	0.32433	0.32433	-1.00000
7293	C2407	218	0.15192	0.15192	-1.00000	0.01498	0.01498	-1.00000	0.05064	0.05064	-1.00000
7296	C2409	184	-0.00835	-0.00835	-1.00000	-0.00026	-0.00026	-1.00000	0.00000	0.00000	-1.00000
7308	C2443	958	0.04315	0.02327	-1.00000	0.00556	0.00290	-1.00000	0.00536	0.00250	-1.00000
7305	C2433	1627	0.00340	0.02327	-1.00000	0.00024	0.00290	-1.00000	-0.00036	0.00250	-1.00000
7323	C2479	890	-0.03610	0.05525	-1.00000	-0.00221	0.01318	-1.00000	0.00304	0.22064	-1.00000
7328	C2485	1174	0.17953	0.05525	-1.00000	0.03411	0.01318	-1.00000	0.51672	0.22064	-1.00000
7332	C2487	2192	-0.00954	-0.00954	-1.00000	-0.00050	-0.00050	-1.00000	0.00000	0.00000	-1.00000
7338	C2531	190	-0.01321	0.07643	-1.00000	-0.00036	-0.00798	-1.00000	0.00000	0.01518	-1.00000
7336	C2525	2226	0.16392	0.07644	-1.00000	-0.01542	-0.00798	-1.00000	0.03000	0.01519	-1.00000
7344	C2545	1373	-0.01071	-0.01071	-1.00000	-0.00031	-0.00031	-1.00000	0.00000	0.00000	-1.00000
7375	C2599	543	0.01406	0.01406	-1.00000	0.00053	0.00053	-1.00000	0.00000	0.00000	-1.00000
7385	C2609	614	0.19833	0.19833	-1.00000	0.21499	0.21499	-1.00000	-nan	-nan	-1.00000
7416	C2665	1063	-0.08129	-0.08129	-1.00000	-0.07375	-0.07375	-1.00000	0.31026	0.31026	-1.00000
7425	C2673	360	0.12521	0.06077	-1.00000	0.00788	-0.02021	-1.00000	0.00881	0.13539	-1.00000
7426	C2673	605	0.05911	0.06077	-1.00000	0.00488	-0.02021	-1.00000	-nan	0.13539	-1.00000
7429	C2673	750	-0.10092	0.06077	-1.00000	-0.12987	-0.02021	-1.00000	0.45796	0.13539	-1.00000
7430	C2675	890	0.13981	0.19215	-1.00000	-0.01067	0.01139	-1.00000	0.03664	0.03912	-1.00000
7433	C2677	2426	0.24450	0.19215	-1.00000	0.03345	0.01139	-1.00000	0.04160	0.03912	-1.00000
7443	C2691	1249	0.06538	0.03711	-1.00000	0.00230	0.00140	-1.00000	0.00394	0.00353	-1.00000
7444	C2691	1953	0.00669	0.03711	-1.00000	0.00044	0.00140	-1.00000	0.00309	0.00353	-1.00000
7447	C2703	125	0.00680	0.08530	-1.00000	-0.00008	0.00440	-1.00000	0.00769	0.02313	-1.00000
7445	C2693	1281	0.15434	0.08530	-1.00000	0.00834	0.00440	-1.00000	0.03670	0.02313	-1.00000
7456	C2721	618	0.05124	0.05124	-1.00000	-0.00239	-0.00239	-1.00000	0.01148	0.01148	-1.00000
7469	C2745	1084	0.09920	0.07725	-1.00000	0.00000	0.00564	-1.00000	-nan	0.00673	-1.00000
7473	C2745	2634	0.07223	0.07725	-1.00000	0.00693	0.00564	-1.00000	0.00673	0.00673	-1.00000
7475	C2747	1648	0.00340	0.00340	-1.00000	0.00024	0.00024	-1.00000	-0.00036	-0.00036	-1.00000
7481	C2757	336	0.00234	0.00234	-1.00000	0.00004	0.00004	-1.00000	0.00000	0.00000	-1.00000
7489	C2771	790	0.05550	0.17111	-1.00000	-0.00883	-0.00505	-1.00000	0.43023	0.19301	-1.00000
7492	C2771	1759	0.05209	0.17111	-1.00000	-0.00113	-0.00505	-1.00000	0.00264	0.19300	-1.00000
7493	C2771	1783	0.53613	0.17111	-1.00000	-0.00657	-0.00505	-1.00000	-nan	0.19300	-1.00000
